"","link","Received","Revised","Accepted","Published","Special_issue","days","is_s_issue"
"29","/2076-2607/10/12/2337",2022-09-14,2022-11-20,2022-11-21,2022-11-25,"(This article belongs to the Topic Microorganisms in Aquatic Environments)
",72,"Yes"
"30","/2076-2607/10/12/2336",2022-10-31,2022-11-09,2022-11-23,2022-11-25,"(This article belongs to the Special Issue Highly Pathogenic Viruses—Pathogenesis and Countermeasures)
",25,"Yes"
"31","/2076-2607/10/12/2319",2022-09-26,2022-11-09,2022-11-14,2022-11-23,"(This article belongs to the Special Issue Vector-Borne Infections in Wildlife)
",58,"Yes"
"32","/2076-2607/10/12/2321",2022-08-30,2022-10-28,2022-11-18,2022-11-23,"(This article belongs to the Special Issue Food Fermented with Lactic Acid Bacteria and Its Immune-Related Applications)
",85,"Yes"
"33","/2076-2607/10/12/2320",2022-10-14,2022-11-17,2022-11-21,2022-11-23,"(This article belongs to the Special Issue Systems Metabolic Engineering of Industrial Microorganisms)
",40,"Yes"
"34","/2076-2607/10/12/2322",2022-11-07,2022-11-21,2022-11-21,2022-11-24,"(This article belongs to the Section Gut Microbiota)
",17,"Yes"
"35","/2076-2607/10/12/2323",2022-09-26,2022-11-20,2022-11-22,2022-11-24,"(This article belongs to the Special Issue Microbial Ecosystems in Water and Wastewater Treatment)
",59,"Yes"
"36","/2076-2607/10/12/2324",2022-10-23,2022-11-16,2022-11-21,2022-11-24,"(This article belongs to the Special Issue Microbial Biodegradation and Biotransformation 2.0)
",32,"Yes"
"37","/2076-2607/10/12/2325",2022-09-30,2022-11-10,2022-11-22,2022-11-24,"(This article belongs to the Special Issue Advances in Oral Microorganisms and Biofilms)
",55,"Yes"
"38","/2076-2607/10/12/2326",2022-10-19,2022-11-16,2022-11-22,2022-11-24,"(This article belongs to the Special Issue Mycoplasma Pathogenicity, Persistence and Virulence)
",36,"Yes"
"39","/2076-2607/10/12/2327",2022-10-15,2022-11-17,2022-11-21,2022-11-24,"(This article belongs to the Section Virology)
",40,"Yes"
"40","/2076-2607/10/12/2328",2022-09-23,2022-11-11,2022-11-11,2022-11-24,"(This article belongs to the Special Issue Gut Microbiota and the Impact on Animal Models of Disease)
",62,"Yes"
"41","/2076-2607/10/12/2309",2022-11-01,2022-11-15,2022-11-18,2022-11-22,"(This article belongs to the Special Issue Microorganisms from Extreme Environments: Versatile Tools from Biotechnology to Space Colonization)
",21,"Yes"
"42","/2076-2607/10/12/2310",2022-10-28,2022-11-11,2022-11-18,2022-11-22,"(This article belongs to the Section Environmental Microbiology)
",25,"Yes"
"43","/2076-2607/10/12/2311",2022-10-17,2022-11-16,2022-11-18,2022-11-22,"(This article belongs to the Special Issue The Urban Microbiome)
",36,"Yes"
"44","/2076-2607/10/12/2312",2022-10-14,2022-11-14,2022-11-18,2022-11-22,"(This article belongs to the Section Medical Microbiology)
",39,"Yes"
"45","/2076-2607/10/12/2313",2022-11-02,2022-11-18,2022-11-21,2022-11-22,"(This article belongs to the Special Issue A Glimpse into Future Research on Microalgae Diversity, Ecology and Biotechnology)
",20,"Yes"
"46","/2076-2607/10/12/2314",2022-10-09,2022-11-19,2022-11-21,2022-11-23,"(This article belongs to the Special Issue Food Fermentations)
",45,"Yes"
"47","/2076-2607/10/12/2315",2022-09-22,2022-11-14,2022-11-21,2022-11-23,"(This article belongs to the Special Issue Advances in Acanthamoeba)
",62,"Yes"
"48","/2076-2607/10/12/2316",2022-09-30,2022-11-11,2022-11-18,2022-11-23,"(This article belongs to the Special Issue Pathogenic Streptococci: Virulence, Host Response and Therapy)
",54,"Yes"
"49","/2076-2607/10/12/2317",2022-10-21,2022-11-15,2022-11-21,2022-11-23,"(This article belongs to the Topic Gut Microbiota in Human Health)
",33,"Yes"
"50","/2076-2607/10/12/2318",2022-10-24,2022-11-09,2022-11-21,2022-11-23,"(This article belongs to the Special Issue A Glimpse into Future Research on Microalgae Diversity, Ecology and Biotechnology)
",30,"Yes"
"51","/2076-2607/10/11/2299",2022-10-14,2022-11-15,2022-11-17,2022-11-19,"(This article belongs to the Special Issue Foodborne Pathogens: Detection Methods, Food Safety, and Public Health)
",36,"Yes"
"52","/2076-2607/10/11/2301",2022-10-14,2022-11-01,2022-11-16,2022-11-20,"(This article belongs to the Special Issue Genome Analysis of Microbial Communities in the Environment)
",37,"Yes"
"53","/2076-2607/10/11/2300",2022-10-10,2022-10-21,2022-10-31,2022-11-20,"(This article belongs to the Special Issue Matrix-Assisted Laser Desorption/Ionization Time of Flight Mass Spectrometry (MALDI-TOF MS) for the Identification of Pathogenic Microorganisms 2.0)
",41,"Yes"
"54","/2076-2607/10/11/2302",2022-11-02,2022-11-16,2022-11-17,2022-11-21,"(This article belongs to the Special Issue Feature Collection in Environmental Microbiology Section 2021-2022)
",19,"Yes"
"55","/2076-2607/10/11/2303",2022-10-08,2022-11-12,2022-11-15,2022-11-21,"(This article belongs to the Special Issue Advances in RNA Biology in Pathogenic Microorganisms)
",44,"Yes"
"56","/2076-2607/10/11/2304",2022-10-11,2022-11-08,2022-11-10,2022-11-21,"(This article belongs to the Special Issue Bacterial Functions in Carbon, Nitrogen, and Sulfur Cycles)
",41,"Yes"
"57","/2076-2607/10/11/2305",2022-10-27,2022-11-10,2022-11-14,2022-11-21,"(This article belongs to the Section Microbial Biotechnology)
",25,"Yes"
"58","/2076-2607/10/11/2306",2022-10-16,2022-11-17,2022-11-19,2022-11-21,"(This article belongs to the Special Issue Beneficial Microbiomes in Agriculture and Human Health: The Food Connection)
",36,"Yes"
"59","/2076-2607/10/12/2307",2022-10-28,2022-11-16,2022-11-19,2022-11-22,"(This article belongs to the Special Issue Immunotoxic Factors Promoting Infectious Diseases in Cultured Marine Animals)
",25,"Yes"
"60","/2076-2607/10/12/2308",2022-10-20,2022-11-17,2022-11-19,2022-11-22,"(This article belongs to the Section Microbial Biotechnology)
",33,"Yes"
"61","/2076-2607/10/11/2289",2022-10-28,2022-11-10,2022-11-16,2022-11-18,"(This article belongs to the Special Issue Probiotics and the Immune System: The Potential for Postimmunobiotics)
",21,"Yes"
"62","/2076-2607/10/11/2291",2022-10-04,2022-10-25,2022-11-15,2022-11-18,"(This article belongs to the Special Issue Tumor-Related Host-Microbiota Interactions)
",45,"Yes"
"63","/2076-2607/10/11/2290",2022-09-29,2022-11-15,2022-11-15,2022-11-18,"(This article belongs to the Special Issue Anti-inflammatory Property of Probiotics)
",50,"Yes"
"64","/2076-2607/10/11/2292",2022-10-21,2022-11-13,2022-11-15,2022-11-18,"(This article belongs to the Special Issue Virulence Regulation and Drug-Resistance Mechanism of Fungal Infection)
",28,"Yes"
"65","/2076-2607/10/11/2293",2022-10-24,2022-11-13,2022-11-17,2022-11-18,"(This article belongs to the Special Issue The Role of the Gut Microbiota in Human Health and Disease)
",25,"Yes"
"66","/2076-2607/10/11/2294",2022-10-25,2022-11-13,2022-11-13,2022-11-19,"(This article belongs to the Special Issue Virulence Factors and Antibiotic Resistance of Enterobacterales)
",25,"Yes"
"67","/2076-2607/10/11/2295",2022-10-05,2022-11-10,2022-11-15,2022-11-19,"(This article belongs to the Special Issue Special Abilities of Microbes and Their Application in Agro-Biology)
",45,"Yes"
"68","/2076-2607/10/11/2296",2022-10-12,2022-11-11,2022-11-16,2022-11-19,"(This article belongs to the Section Microbial Biotechnology)
",38,"Yes"
"69","/2076-2607/10/11/2297",2022-10-17,2022-11-16,2022-11-16,2022-11-19,"(This article belongs to the Special Issue Biologic and Molecular Characterisation of Parasites and Antiparasitic Activity of Natural Products: A Themed Issue Dedicated to Dr. Rafael A. Martínez-Díaz)
",33,"Yes"
"70","/2076-2607/10/11/2298",2022-10-02,2022-11-16,2022-11-16,2022-11-19,"(This article belongs to the Special Issue Mycoplasma Pathogenicity, Persistence and Virulence)
",48,"Yes"
"71","/2076-2607/10/11/2279",2022-10-19,2022-11-09,2022-11-12,2022-11-16,"(This article belongs to the Special Issue Nanoparticles and Their Biological Applications: Recent Advances in 2022–2023)
",28,"Yes"
"72","/2076-2607/10/11/2280",2022-10-14,2022-11-10,2022-11-14,2022-11-17,"(This article belongs to the Special Issue The Microbial Population of the Gastrointestinal Tract of Animals: Impacts on Host Physiology)
",34,"Yes"
"73","/2076-2607/10/11/2281",2022-10-18,2022-11-11,2022-11-14,2022-11-17,"(This article belongs to the Special Issue 10th Anniversary of Microorganisms: Past, Present and Future)
",30,"Yes"
"74","/2076-2607/10/11/2282",2022-09-27,2022-11-05,2022-11-15,2022-11-17,"(This article belongs to the Section Plant Microbe Interactions)
",51,"Yes"
"75","/2076-2607/10/11/2283",2022-10-15,2022-11-03,2022-11-16,2022-11-17,"(This article belongs to the Special Issue Antimicrobial Stewardship Strategies to Improve Antimicrobial Use)
",33,"Yes"
"76","/2076-2607/10/11/2284",2022-10-31,2022-11-13,2022-11-15,2022-11-17,"(This article belongs to the Special Issue Clostridium difficile Infection in Clinical Practice: From Bench to Bedside)
",17,"Yes"
"77","/2076-2607/10/11/2286",2022-10-21,2022-11-08,2022-11-16,2022-11-17,"(This article belongs to the Section Public Health Microbiology)
",27,"Yes"
"78","/2076-2607/10/11/2285",2022-08-03,2022-11-08,2022-11-09,2022-11-17,"(This article belongs to the Special Issue Frontier Research in Diagnosis and Treatment of Helicobacter pylori)
",106,"Yes"
"79","/2076-2607/10/11/2287",2022-10-14,2022-11-11,2022-11-15,2022-11-17,"(This article belongs to the Special Issue Beneficial Microbiomes in Agriculture and Human Health: The Food Connection)
",34,"Yes"
"80","/2076-2607/10/11/2288",2022-10-31,2022-11-09,2022-11-16,2022-11-18,"(This article belongs to the Section Medical Microbiology)
",18,"Yes"
"81","/2076-2607/10/11/2269",2022-10-08,2022-11-05,2022-11-05,2022-11-15,"(This article belongs to the Section Microbial Biotechnology)
",38,"Yes"
"82","/2076-2607/10/11/2270",2022-10-17,2022-10-28,2022-11-11,2022-11-16,"(This article belongs to the Section Medical Microbiology)
",30,"Yes"
"83","/2076-2607/10/11/2271",2022-10-01,2022-11-11,2022-11-14,2022-11-16,"(This article belongs to the Special Issue Neisseria gonorrhoeae: Antimicrobial Resistance, Genetic Diversity and Potential Therapeutic Arsenal)
",46,"Yes"
"84","/2076-2607/10/11/2273",2022-10-11,2022-11-11,2022-11-12,2022-11-16,"(This article belongs to the Section Medical Microbiology)
",36,"Yes"
"85","/2076-2607/10/11/2274",2022-10-25,2022-11-11,2022-11-11,2022-11-16,"(This article belongs to the Special Issue Secondary Metabolism of Microorganisms 2.0)
",22,"Yes"
"86","/2076-2607/10/11/2275",2022-07-06,2022-10-07,2022-11-12,2022-11-16,"(This article belongs to the Section Medical Microbiology)
",133,"Yes"
"87","/2076-2607/10/11/2276",2022-09-30,2022-11-07,2022-11-12,2022-11-16,"(This article belongs to the Special Issue Biofilm Formation and Survival Strategies)
",47,"Yes"
"88","/2076-2607/10/11/2277",2022-10-27,2022-11-11,2022-11-14,2022-11-16,"(This article belongs to the Special Issue Protozoan Parasites in Animals: Updates in Epidemiology, Diagnosis and Control)
",20,"Yes"
"89","/2076-2607/10/11/2278",2022-09-30,2022-11-12,2022-11-14,2022-11-16,"(This article belongs to the Special Issue Phages from the Fermented Products)
",47,"Yes"
"90","/2076-2607/10/11/2259",2022-10-26,2022-11-10,2022-11-13,2022-11-14,"(This article belongs to the Special Issue Intestinal Protozoa: Strategies to Understand and Control)
",19,"Yes"
"91","/2076-2607/10/11/2260",2022-10-28,2022-11-08,2022-11-10,2022-11-15,"(This article belongs to the Special Issue 10th Anniversary of Microorganisms: Past, Present and Future)
",18,"Yes"
"92","/2076-2607/10/11/2261",2022-10-04,2022-11-09,2022-11-10,2022-11-15,"(This article belongs to the Special Issue Pathogenesis and Pathophysiology of Coxiella burnetii Infection)
",42,"Yes"
"93","/2076-2607/10/11/2262",2022-10-17,2022-11-12,2022-11-13,2022-11-15,"(This article belongs to the Special Issue Vector-Borne Diseases in Temperate and Tropical Regions)
",29,"Yes"
"94","/2076-2607/10/11/2263",2022-10-14,2022-11-08,2022-11-10,2022-11-15,"(This article belongs to the Special Issue Effects of Probiotics on Health)
",32,"Yes"
"95","/2076-2607/10/11/2265",2022-10-19,2022-11-06,2022-11-08,2022-11-15,"(This article belongs to the Section Veterinary Microbiology)
",27,"Yes"
"96","/2076-2607/10/11/2264",2022-10-21,2022-11-08,2022-11-10,2022-11-15,"(This article belongs to the Special Issue Gut Microbiota: Health, Clinical & Beyonds)
",25,"Yes"
"97","/2076-2607/10/11/2266",2022-10-18,2022-11-11,2022-11-14,2022-11-15,"(This article belongs to the Special Issue Emerging Pathogens Causing Acute Hepatitis)
",28,"Yes"
"98","/2076-2607/10/11/2267",2022-10-22,2022-11-02,2022-11-10,2022-11-15,"(This article belongs to the Special Issue Research on Microbial Biodegradation of Crude Oil in Marine Environment)
",24,"Yes"
"99","/2076-2607/10/11/2268",2022-10-19,2022-11-11,2022-11-12,2022-11-15,"(This article belongs to the Special Issue Beneficial Microbes: Food, Mood and Beyond)
",27,"Yes"
"100","/2076-2607/10/11/2249",2022-10-21,2022-11-07,2022-11-10,2022-11-14,"(This article belongs to the Special Issue Marine Microbes: Biotechnological Potential for Processes and Molecules)
",24,"Yes"
"101","/2076-2607/10/11/2250",2022-09-30,2022-10-28,2022-11-11,2022-11-14,"(This article belongs to the Special Issue Restoring the Integrated Behaviour of the Soil-Plant-Microbe System)
",45,"Yes"
"102","/2076-2607/10/11/2251",2022-11-01,2022-11-10,2022-11-11,2022-11-14,"(This article belongs to the Special Issue Evaluation of Risks of Microbiological Origin Associated with Food Consumption 2.0)
",13,"Yes"
"103","/2076-2607/10/11/2252",2022-08-03,2022-11-03,2022-11-09,2022-11-14,"(This article belongs to the Special Issue Detection, Genophenotypic Characterization, and Antimicrobial Resistance of Microbial Contaminants)
",103,"Yes"
"104","/2076-2607/10/11/2253",2022-09-30,2022-11-11,2022-11-11,2022-11-14,"(This article belongs to the Special Issue Feature Collection in Environmental Microbiology Section 2021-2022)
",45,"Yes"
"105","/2076-2607/10/11/2254",2022-10-13,2022-11-07,2022-11-08,2022-11-14,"(This article belongs to the Special Issue Dickeya and Pectobacterium: Ecology, Pathology and Plant Protection 2.0)
",32,"Yes"
"106","/2076-2607/10/11/2255",2022-09-22,2022-11-03,2022-11-09,2022-11-14,"(This article belongs to the Special Issue Probiotics for Next Generations)
",53,"Yes"
"107","/2076-2607/10/11/2256",2022-09-15,2022-11-08,2022-11-09,2022-11-14,"(This article belongs to the Special Issue Advances in Leishmania Research: From Basic Parasite Biology to Disease Control)
",60,"Yes"
"108","/2076-2607/10/11/2257",2022-10-20,2022-11-09,2022-11-10,2022-11-14,"(This article belongs to the Section Antimicrobial Agents and Resistance)
",25,"Yes"
"109","/2076-2607/10/11/2258",2022-10-04,2022-11-07,2022-11-12,2022-11-14,"(This article belongs to the Special Issue The Microbial Population of the Gastrointestinal Tract of Animals: Impacts on Host Physiology)
",41,"Yes"
"110","/2076-2607/10/11/2237",2022-09-21,2022-11-04,2022-11-07,2022-11-12,"(This article belongs to the Special Issue Biological-Electrode Interface as the Nexus of Breakthroughs towards Viability of Microbial Electrochemical Technologies)
",52,"Yes"
"111","/2076-2607/10/11/2240",2022-10-26,2022-11-09,2022-11-10,2022-11-12,"(This article belongs to the Special Issue Plant and Soil-Associated Microbial Communities in Forest and Agricultural Ecosystems 2.0)
",17,"Yes"
"112","/2076-2607/10/11/2242",2022-10-14,2022-11-04,2022-11-10,2022-11-12,"(This article belongs to the Special Issue Special Abilities of Microbes and Their Application in Agro-Biology)
",29,"Yes"
"113","/2076-2607/10/11/2241",2022-10-20,2022-11-07,2022-11-10,2022-11-12,"(This article belongs to the Special Issue Research in Hospital Infection Control 2.0)
",23,"Yes"
"114","/2076-2607/10/11/2243",2022-10-14,2022-11-04,2022-11-10,2022-11-12,"(This article belongs to the Special Issue New Insights into Epidemiology, Detection and Characterization of Bacterial Pathogens)
",29,"Yes"
"115","/2076-2607/10/11/2244",2022-09-20,2022-11-03,2022-11-08,2022-11-12,"(This article belongs to the Special Issue Recent Advances in Antivirals for Emerging Viruses 2.0)
",53,"Yes"
"116","/2076-2607/10/11/2245",2022-10-20,2022-11-04,2022-11-10,2022-11-13,"(This article belongs to the Special Issue Cyano-Microbial Interactions: Envisioning the Cyanosphere)
",24,"Yes"
"117","/2076-2607/10/11/2246",2022-10-18,2022-11-10,2022-11-11,2022-11-13,"(This article belongs to the Special Issue 10th Anniversary of Microorganisms: Past, Present and Future)
",26,"Yes"
"118","/2076-2607/10/11/2247",2022-10-19,2022-11-09,2022-11-11,2022-11-13,"(This article belongs to the Topic Application of Probiotics and Their Potential Health Benefits)
",25,"Yes"
"119","/2076-2607/10/11/2248",2022-10-03,2022-11-10,2022-11-12,2022-11-14,"(This article belongs to the Special Issue Biofilm-Related Infections in Healthcare)
",42,"Yes"
"120","/2076-2607/10/11/2229",2022-10-11,2022-10-14,2022-10-24,2022-11-11,"(This article belongs to the Section Environmental Microbiology)
",31,"Yes"
"121","/2076-2607/10/11/2231",2022-10-14,2022-11-10,2022-11-10,2022-11-11,"(This article belongs to the Special Issue An Update on Listeria monocytogenes 2.0)
",28,"Yes"
"122","/2076-2607/10/11/2230",2022-10-03,2022-11-04,2022-11-08,2022-11-11,"(This article belongs to the Special Issue Microbial Biodegradation and Biotransformation 2.0)
",39,"Yes"
"123","/2076-2607/10/11/2232",2022-10-21,2022-11-09,2022-11-10,2022-11-11,"(This article belongs to the Special Issue 10th Anniversary of Microorganisms: Past, Present and Future)
",21,"Yes"
"124","/2076-2607/10/11/2233",2022-10-10,2022-10-26,2022-11-09,2022-11-11,"(This article belongs to the Section Biofilm)
",32,"Yes"
"125","/2076-2607/10/11/2234",2022-09-13,2022-11-04,2022-11-07,2022-11-11,"(This article belongs to the Special Issue Microbial Biofilms: Structural Plasticity and Emerging Properties)
",59,"Yes"
"126","/2076-2607/10/11/2235",2022-10-11,2022-11-04,2022-11-09,2022-11-11,"(This article belongs to the Special Issue Advances in Novel Antibacterial Agents)
",31,"Yes"
"127","/2076-2607/10/11/2236",2022-10-05,2022-11-07,2022-11-08,2022-11-11,"(This article belongs to the Special Issue Microbial Ecosystems in Water and Wastewater Treatment)
",37,"Yes"
"128","/2076-2607/10/11/2238",2022-10-12,2022-11-08,2022-11-10,2022-11-12,"(This article belongs to the Special Issue Beneficial Microbes: Food, Mood and Beyond)
",31,"Yes"
"129","/2076-2607/10/11/2239",2022-10-18,2022-11-05,2022-11-09,2022-11-12,"(This article belongs to the Special Issue Domestic Animals and Wildlife Zoonotic Microorganisms)
",25,"Yes"
"130","/2076-2607/10/11/2219",2022-09-15,2022-11-07,2022-11-08,2022-11-09,"(This article belongs to the Special Issue Rhizosphere Microbial Community)
",55,"Yes"
"131","/2076-2607/10/11/2220",2022-10-13,2022-11-02,2022-11-07,2022-11-10,"(This article belongs to the Section Antimicrobial Agents and Resistance)
",28,"Yes"
"132","/2076-2607/10/11/2221",2022-09-30,2022-11-02,2022-11-08,2022-11-10,"(This article belongs to the Special Issue Gut Microbiota and Nutrients)
",41,"Yes"
"133","/2076-2607/10/11/2222",2022-10-14,2022-11-03,2022-11-08,2022-11-10,"(This article belongs to the Special Issue Molecular Detection and Genotypic Analysis of Tick-Borne Pathogens)
",27,"Yes"
"134","/2076-2607/10/11/2224",2022-09-28,2022-11-04,2022-11-07,2022-11-10,"(This article belongs to the Special Issue Emerging Viruses and Antiviral Drugs)
",43,"Yes"
"135","/2076-2607/10/11/2223",2022-10-09,2022-11-04,2022-11-08,2022-11-10,"(This article belongs to the Section Medical Microbiology)
",32,"Yes"
"136","/2076-2607/10/11/2226",2022-10-18,2022-10-31,2022-11-07,2022-11-10,"(This article belongs to the Special Issue Microorganisms Possibility for Future Bioproduction)
",23,"Yes"
"137","/2076-2607/10/11/2225",2022-10-17,2022-11-07,2022-11-09,2022-11-10,"(This article belongs to the Special Issue Antimicrobial Lipopeptide Biosurfactant)
",24,"Yes"
"138","/2076-2607/10/11/2227",2022-10-15,2022-10-24,2022-10-25,2022-11-10,"(This article belongs to the Special Issue Microbial Infections during Pregnancy)
",26,"Yes"
"139","/2076-2607/10/11/2228",2022-09-06,2022-10-28,2022-11-07,2022-11-10,"(This article belongs to the Section Environmental Microbiology)
",65,"Yes"
"140","/2076-2607/10/11/2207",2022-10-16,2022-11-02,2022-11-03,2022-11-08,"(This article belongs to the Section Virology)
",23,"Yes"
"141","/2076-2607/10/11/2210",2022-09-01,2022-11-02,2022-11-05,2022-11-08,"(This article belongs to the Special Issue Antimicrobial Activities of Natural Products)
",68,"Yes"
"142","/2076-2607/10/11/2211",2022-10-11,2022-11-03,2022-11-07,2022-11-09,"(This article belongs to the Special Issue Evaluation of Risks of Microbiological Origin Associated with Food Consumption 2.0)
",29,"Yes"
"143","/2076-2607/10/11/2212",2022-09-19,2022-10-08,2022-11-07,2022-11-09,"(This article belongs to the Special Issue Microbial Biostimulants: From the Lab to the Field for a New Agriculture 2.0)
",51,"Yes"
"144","/2076-2607/10/11/2214",2022-10-11,2022-11-04,2022-11-07,2022-11-09,"(This article belongs to the Special Issue The Role of the Gut Microbiota in Human Health and Disease)
",29,"Yes"
"145","/2076-2607/10/11/2213",2022-09-22,2022-10-31,2022-11-05,2022-11-09,"(This article belongs to the Special Issue Gut Microbiome and Disorders of the Gastrointestinal Tract)
",48,"Yes"
"146","/2076-2607/10/11/2215",2022-09-24,2022-11-04,2022-11-07,2022-11-09,"(This article belongs to the Topic Application of Probiotics and Their Potential Health Benefits)
",46,"Yes"
"147","/2076-2607/10/11/2216",2022-10-22,2022-11-05,2022-11-08,2022-11-09,"(This article belongs to the Special Issue Petroleum Microbiology 2.0)
",18,"Yes"
"148","/2076-2607/10/11/2217",2022-10-28,2022-11-07,2022-11-08,2022-11-09,"(This article belongs to the Special Issue Biotechnological Application of Photosynthetic Bacteria 2.0)
",12,"Yes"
"149","/2076-2607/10/11/2218",2022-09-30,2022-11-02,2022-11-06,2022-11-09,"(This article belongs to the Special Issue Use of GEMs (Genetically Engineered Microorganisms) for Sustainable Food Production)
",40,"Yes"
"150","/2076-2607/10/11/2199",2022-09-29,2022-11-03,2022-11-05,2022-11-07,"(This article belongs to the Special Issue The Role of the Gut Microbiota in Human Health and Disease)
",39,"Yes"
"151","/2076-2607/10/11/2200",2022-10-11,2022-11-01,2022-11-04,2022-11-07,"(This article belongs to the Special Issue Feature Papers in Microbial Biofilms)
",27,"Yes"
"152","/2076-2607/10/11/2201",2022-09-11,2022-09-26,2022-11-04,2022-11-07,"(This article belongs to the Special Issue Detection, Genophenotypic Characterization, and Antimicrobial Resistance of Microbial Contaminants)
",57,"Yes"
