"","link","Received","Revised","Accepted","Published","Special_issue","days","is_s_issue"
"16","/1424-2818/14/12/1025",2022-10-28,2022-11-21,2022-11-21,2022-11-24,"(This article belongs to the Special Issue Diversity in 2022)
",27,"Yes"
"17","/1424-2818/14/12/1027",2022-10-31,2022-11-22,2022-11-22,2022-11-24,"(This article belongs to the Special Issue Freshwater Zoobenthos Biodiversity, Evolution and Ecology)
",24,"Yes"
"18","/1424-2818/14/12/1028",2022-10-20,2022-11-16,2022-11-21,2022-11-24,"(This article belongs to the Section Animal Diversity)
",35,"Yes"
"19","/1424-2818/14/12/1029",2022-09-24,2022-11-18,2022-11-20,2022-11-24,"(This article belongs to the Special Issue Biodiversity and Biogeography of Freshwater Fish)
",61,"Yes"
"20","/1424-2818/14/12/1030",2022-08-26,2022-11-17,2022-11-23,2022-11-25,"(This article belongs to the Special Issue Challenges of Animal Science Diversity in Times of Climate and Technological Change)
",91,"Yes"
"21","/1424-2818/14/12/1011",2022-09-05,2022-11-18,2022-11-18,2022-11-22,"(This article belongs to the Collection Disturbance Ecology: A New Emerging Field in Basic/Applied Ecology and Conservation)
",78,"Yes"
"22","/1424-2818/14/12/1012",2022-10-29,2022-11-17,2022-11-18,2022-11-22,"(This article belongs to the Special Issue Diversity, Biogeography and Community Ecology of Ants II)
",24,"Yes"
"23","/1424-2818/14/12/1013",2022-10-18,2022-11-17,2022-11-19,2022-11-22,"",35,"No"
"24","/1424-2818/14/12/1014",2022-10-26,2022-11-18,2022-11-18,2022-11-22,"(This article belongs to the Special Issue Phytochemical Diversity of Plant-Based Foods and Implications for Health and Prevention of Disease)
",27,"Yes"
"25","/1424-2818/14/12/1015",2022-10-21,2022-11-17,2022-11-18,2022-11-22,"(This article belongs to the Special Issue eDNA for Basic and Applied Sciences)
",32,"Yes"
"26","/1424-2818/14/12/1016",2022-10-13,2022-11-16,2022-11-19,2022-11-22,"(This article belongs to the Special Issue Ecosystem Observation, Simulation and Assessment)
",40,"Yes"
"27","/1424-2818/14/12/1017",2022-10-04,2022-11-16,2022-11-19,2022-11-22,"(This article belongs to the Topic Plant Invasion)
",49,"Yes"
"28","/1424-2818/14/12/1018",2022-10-29,2022-11-18,2022-11-22,2022-11-23,"(This article belongs to the Special Issue Recent Studies of Invasion Ecology in the Mediterranean Basin)
",25,"Yes"
"29","/1424-2818/14/12/1019",2022-09-25,2022-11-18,2022-11-20,2022-11-23,"",59,"No"
"30","/1424-2818/14/12/1020",2022-08-18,2022-11-15,2022-11-17,2022-11-23,"(This article belongs to the Special Issue Anatomy, Ecology and Evolution of Cactaceae)
",97,"Yes"
"31","/1424-2818/14/11/1000",2022-10-11,2022-11-03,2022-11-16,2022-11-19,"(This article belongs to the Special Issue Conservation and Ecology of Raptors)
",39,"Yes"
"32","/1424-2818/14/11/1001",2022-10-14,2022-11-15,2022-11-16,2022-11-19,"(This article belongs to the Special Issue Biodiversity and Biogeography of Terrestrial Algae and Cyanobacteria)
",36,"Yes"
"33","/1424-2818/14/11/1003",2022-10-19,2022-11-16,2022-11-17,2022-11-19,"(This article belongs to the Special Issue Diversity and Ecology of Algae in China)
",31,"Yes"
"34","/1424-2818/14/11/1004",2022-09-14,2022-11-09,2022-11-15,2022-11-19,"(This article belongs to the Special Issue Systematics, Phylogeny and Biogeography of Fish in Arctic and Antarctic)
",66,"Yes"
"35","/1424-2818/14/11/1005",2022-10-17,2022-11-16,2022-11-17,2022-11-19,"(This article belongs to the Special Issue Diversity and Ecology of Coleoptera)
",33,"Yes"
"36","/1424-2818/14/11/1006",2022-10-26,2022-11-16,2022-11-17,2022-11-20,"(This article belongs to the Special Issue Molecular Phylogeny and Evolution of Earthworms)
",25,"Yes"
"37","/1424-2818/14/11/1007",2022-11-08,2022-11-17,2022-11-17,2022-11-20,"(This article belongs to the Special Issue Fossil Reptiles and Associated Faunal Record)
",12,"Yes"
"38","/1424-2818/14/11/1008",2022-08-18,2022-10-27,2022-11-16,2022-11-20,"(This article belongs to the Special Issue Molecular Ecology and Evolution of Fishes)
",94,"Yes"
"39","/1424-2818/14/11/1009",2022-09-25,2022-11-17,2022-11-18,2022-11-21,"(This article belongs to the Section Microbial Diversity and Culture Collections)
",57,"Yes"
"40","/1424-2818/14/12/1010",2022-10-06,2022-11-13,2022-11-14,2022-11-22,"(This article belongs to the Special Issue Aquatic Biodiversity: Evolution, Taxonomy and Conservation)
",47,"Yes"
"41","/1424-2818/14/11/991",2022-10-25,2022-11-12,2022-11-15,2022-11-17,"(This article belongs to the Section Freshwater Biodiversity)
",23,"Yes"
"42","/1424-2818/14/11/992",2022-10-13,2022-11-13,2022-11-14,2022-11-17,"(This article belongs to the Topic Plant Invasion)
",35,"Yes"
"43","/1424-2818/14/11/993",2022-09-15,2022-11-11,2022-11-16,2022-11-17,"(This article belongs to the Special Issue Systematics, Phylogeny and Biogeography of Fish in Arctic and Antarctic)
",63,"Yes"
"44","/1424-2818/14/11/994",2022-10-16,2022-11-12,2022-11-15,2022-11-17,"(This article belongs to the Special Issue Soil Fauna Diversity under Global Change)
",32,"Yes"
"45","/1424-2818/14/11/996",2022-05-03,2022-11-08,2022-11-09,2022-11-18,"(This article belongs to the Section Marine Diversity)
",199,"Yes"
"46","/1424-2818/14/11/995",2022-10-12,2022-11-04,2022-11-12,2022-11-18,"(This article belongs to the Special Issue Amphibian Ecology in Geographically Isolated Wetlands)
",37,"Yes"
"47","/1424-2818/14/11/997",2022-10-29,2022-11-15,2022-11-16,2022-11-18,"(This article belongs to the Section Freshwater Biodiversity)
",20,"Yes"
"48","/1424-2818/14/11/998",2022-09-06,2022-11-10,2022-11-15,2022-11-18,"",73,"No"
"49","/1424-2818/14/11/999",2022-10-01,2022-11-12,2022-11-16,2022-11-19,"(This article belongs to the Special Issue Ecology, Diversity and Conservation of Seagrass)
",49,"Yes"
"50","/1424-2818/14/11/1002",2022-10-21,2022-11-13,2022-11-16,2022-11-19,"(This article belongs to the Special Issue Biodiversity and Its Function Change in the Alpine Ecosystem under Human Activity)
",29,"Yes"
"51","/1424-2818/14/11/981",2022-09-15,2022-11-04,2022-11-09,2022-11-15,"(This article belongs to the Special Issue Invertebrate Diversity in Fragmented Habitats)
",61,"Yes"
"52","/1424-2818/14/11/982",2022-09-22,2022-11-01,2022-11-09,2022-11-15,"(This article belongs to the Special Issue Ecology, Diversity, and Conservation of Primates)
",54,"Yes"
"53","/1424-2818/14/11/983",2022-09-19,2022-11-12,2022-11-14,2022-11-16,"(This article belongs to the Special Issue Systematics, Phylogeny and Biogeography of Fish in Arctic and Antarctic)
",58,"Yes"
"54","/1424-2818/14/11/984",2022-10-06,2022-11-01,2022-11-11,2022-11-16,"(This article belongs to the Section Biodiversity Conservation)
",41,"Yes"
"55","/1424-2818/14/11/986",2022-09-29,2022-11-04,2022-11-05,2022-11-16,"(This article belongs to the Topic Plant Invasion)
",48,"Yes"
"56","/1424-2818/14/11/985",2022-09-23,2022-10-27,2022-11-10,2022-11-16,"(This article belongs to the Special Issue Diversity of Macroparasites in Marine Fishes)
",54,"Yes"
"57","/1424-2818/14/11/987",2022-09-28,2022-11-03,2022-11-11,2022-11-16,"(This article belongs to the Section Biogeography and Macroecology)
",49,"Yes"
"58","/1424-2818/14/11/988",2022-09-10,2022-11-12,2022-11-13,2022-11-16,"",67,"No"
"59","/1424-2818/14/11/989",2022-10-10,2022-11-11,2022-11-15,2022-11-16,"(This article belongs to the Special Issue Challenges of Animal Science Diversity in Times of Climate and Technological Change)
",37,"Yes"
"60","/1424-2818/14/11/990",2022-10-21,2022-11-12,2022-11-13,2022-11-17,"(This article belongs to the Special Issue Diversity and Evolution of Fungi)
",27,"Yes"
"61","/1424-2818/14/11/972",2022-10-14,2022-11-09,2022-11-10,2022-11-11,"(This article belongs to the Special Issue Biodiversity and Ecology Research in Russia: Recent Advances and Future Trends)
",28,"Yes"
"62","/1424-2818/14/11/971",2022-10-21,2022-11-07,2022-11-10,2022-11-11,"(This article belongs to the Special Issue Emerging Pollutants in Aquatic Ecosystems: Effects on Biodiversity and Solutions)
",21,"Yes"
"63","/1424-2818/14/11/973",2022-09-27,2022-11-02,2022-11-09,2022-11-12,"(This article belongs to the Section Biogeography and Macroecology)
",46,"Yes"
"64","/1424-2818/14/11/974",2022-10-11,2022-11-06,2022-11-07,2022-11-12,"(This article belongs to the Section Freshwater Biodiversity)
",32,"Yes"
"65","/1424-2818/14/11/975",2022-09-05,2022-09-23,2022-11-11,2022-11-12,"(This article belongs to the Special Issue Recent Studies of Invasion Ecology in the Mediterranean Basin)
",68,"Yes"
"66","/1424-2818/14/11/976",2022-10-17,2022-10-30,2022-11-11,2022-11-13,"",27,"No"
"67","/1424-2818/14/11/977",2022-09-28,2022-11-02,2022-11-02,2022-11-14,"(This article belongs to the Section Marine Diversity)
",47,"Yes"
"68","/1424-2818/14/11/978",2022-09-29,2022-11-03,2022-11-03,2022-11-14,"(This article belongs to the Special Issue Heteroptera: Biodiversity, Evolution, Taxonomy and Conservation)
",46,"Yes"
"69","/1424-2818/14/11/979",2022-10-31,2022-11-10,2022-11-11,2022-11-14,"(This article belongs to the Special Issue Diversity, Systematics and Evolution of Bryophytes)
",14,"Yes"
"70","/1424-2818/14/11/980",2022-10-10,2022-11-03,2022-11-11,2022-11-15,"(This article belongs to the Special Issue Forest Management and Biodiversity Conservation)
",36,"Yes"
"71","/1424-2818/14/11/961",2022-09-08,2022-10-02,2022-10-07,2022-11-09,"(This article belongs to the Section Biodiversity Conservation)
",62,"Yes"
"72","/1424-2818/14/11/962",2022-10-14,2022-11-02,2022-11-07,2022-11-10,"(This article belongs to the Special Issue Emerging Pollutants in Aquatic Ecosystems: Effects on Biodiversity and Solutions)
",27,"Yes"
"73","/1424-2818/14/11/963",2022-10-07,2022-11-01,2022-11-05,2022-11-10,"(This article belongs to the Special Issue Heteroptera: Biodiversity, Evolution, Taxonomy and Conservation)
",34,"Yes"
"74","/1424-2818/14/11/964",2022-10-02,2022-11-01,2022-11-08,2022-11-10,"(This article belongs to the Special Issue Ecology, Systematics and Biodiversity of Reptiles)
",39,"Yes"
"75","/1424-2818/14/11/965",2022-10-05,2022-11-06,2022-11-07,2022-11-10,"(This article belongs to the Special Issue Plant-Soil-Microorganism: Diversity and Interactions)
",36,"Yes"
"76","/1424-2818/14/11/967",2022-10-10,2022-11-07,2022-11-08,2022-11-10,"(This article belongs to the Collection Proceedings of Experts on Aquatic Life (PEAL))
",31,"Yes"
"77","/1424-2818/14/11/966",2022-10-02,2022-10-28,2022-10-29,2022-11-11,"(This article belongs to the Special Issue Diversity, Ecology and Evolution of Odonata)
",40,"Yes"
"78","/1424-2818/14/11/968",2022-09-23,2022-11-06,2022-11-08,2022-11-11,"(This article belongs to the Special Issue Urban Ecology of the Amphibians and Reptiles)
",49,"Yes"
"79","/1424-2818/14/11/969",2022-10-01,2022-11-02,2022-11-08,2022-11-11,"(This article belongs to the Section Plant Diversity)
",41,"Yes"
"80","/1424-2818/14/11/970",2022-10-16,2022-11-04,2022-11-06,2022-11-11,"(This article belongs to the Special Issue Diversity and Distribution of Wildlife Species in Relation to Human Impacts)
",26,"Yes"
"81","/1424-2818/14/11/952",2022-09-17,2022-10-29,2022-11-03,2022-11-05,"(This article belongs to the Section Biodiversity Loss & Dynamics)
",49,"Yes"
"82","/1424-2818/14/11/951",2022-09-14,2022-10-28,2022-11-02,2022-11-05,"(This article belongs to the Special Issue Screening and Experimentation of Bioactive Secondary Metabolites)
",52,"Yes"
"83","/1424-2818/14/11/953",2022-09-13,2022-11-04,2022-11-04,2022-11-06,"",54,"No"
"84","/1424-2818/14/11/954",2022-09-23,2022-10-25,2022-11-02,2022-11-06,"",44,"No"
"85","/1424-2818/14/11/955",2022-09-15,2022-10-31,2022-11-03,2022-11-06,"(This article belongs to the Special Issue Systematics, Phylogeny and Biogeography of Fish in Arctic and Antarctic)
",52,"Yes"
"86","/1424-2818/14/11/956",2022-09-21,2022-10-26,2022-11-03,2022-11-07,"",47,"No"
"87","/1424-2818/14/11/957",2022-10-05,2022-11-03,2022-11-03,2022-11-08,"(This article belongs to the Special Issue Diversity of Wildlife Pathogens)
",34,"Yes"
"88","/1424-2818/14/11/958",2022-09-19,2022-10-26,2022-10-26,2022-11-09,"(This article belongs to the Special Issue Ecology and Conservation of the Endangered Sage Scrub Ecosystem)
",51,"Yes"
"89","/1424-2818/14/11/960",2022-10-14,2022-11-02,2022-11-03,2022-11-09,"(This article belongs to the Special Issue Systematics, Ecology and Taxonomy of Collembola)
",26,"Yes"
"90","/1424-2818/14/11/959",2022-10-05,2022-11-02,2022-11-08,2022-11-09,"(This article belongs to the Special Issue Gelatinous Zooplankton Diversity and Distribution in a Changing Ocean)
",35,"Yes"
"91","/1424-2818/14/11/941",2022-10-05,2022-10-28,2022-10-30,2022-11-02,"(This article belongs to the Section Biodiversity Conservation)
",28,"Yes"
"92","/1424-2818/14/11/942",2022-09-20,2022-10-27,2022-10-28,2022-11-02,"(This article belongs to the Special Issue Modeling the Ecology and Evolution of Biodiversity)
",43,"Yes"
"93","/1424-2818/14/11/943",2022-09-29,2022-10-24,2022-10-27,2022-11-03,"(This article belongs to the Special Issue Aquatic Plant Diversity, Conservation, and Restoration)
",35,"Yes"
"94","/1424-2818/14/11/944",2022-06-23,2022-10-28,2022-11-01,2022-11-03,"(This article belongs to the Section Microbial Diversity and Culture Collections)
",133,"Yes"
"95","/1424-2818/14/11/945",2022-09-25,2022-10-30,2022-11-02,2022-11-04,"(This article belongs to the Special Issue Diversity in 2022)
",40,"Yes"
"96","/1424-2818/14/11/946",2022-10-09,2022-10-26,2022-10-31,2022-11-04,"(This article belongs to the Special Issue Diversity in 2022)
",26,"Yes"
"97","/1424-2818/14/11/948",2022-09-30,2022-10-31,2022-10-31,2022-11-04,"(This article belongs to the Special Issue Diversity in 2022)
",35,"Yes"
"98","/1424-2818/14/11/947",2022-09-22,2022-10-29,2022-11-02,2022-11-04,"(This article belongs to the Special Issue Microbial Diversity in Aquatic Systems)
",43,"Yes"
"99","/1424-2818/14/11/949",2022-10-03,2022-10-27,2022-11-02,2022-11-05,"(This article belongs to the Special Issue Diversity of Macroparasites in Marine Fishes)
",33,"Yes"
"100","/1424-2818/14/11/950",2022-08-09,2022-10-22,2022-11-03,2022-11-05,"(This article belongs to the Special Issue The Human Dimension of Biodiversity Protection)
",88,"Yes"
"101","/1424-2818/14/11/931",2022-07-05,2022-08-12,2022-10-25,2022-10-29,"(This article belongs to the Special Issue Ecological Effects of Agricultural Practices on Terrestrial and Aquatic Environments)
",116,"Yes"
"102","/1424-2818/14/11/932",2022-08-30,2022-10-06,2022-10-27,2022-10-30,"(This article belongs to the Special Issue Recent Advances in Agricultural Microbiology and Biotechnology)
",61,"Yes"
"103","/1424-2818/14/11/934",2022-09-17,2022-10-15,2022-10-24,2022-10-31,"(This article belongs to the Special Issue Continental Mollusca under Global Change)
",44,"Yes"
"104","/1424-2818/14/11/933",2022-09-23,2022-10-19,2022-10-20,2022-10-31,"(This article belongs to the Special Issue Meiofauna: Biodiversity, Ecology and Role in Ecosystems)
",38,"Yes"
"105","/1424-2818/14/11/935",2022-09-18,2022-10-26,2022-10-26,2022-10-31,"(This article belongs to the Special Issue Aquatic Biodiversity: Evolution, Taxonomy and Conservation)
",43,"Yes"
"106","/1424-2818/14/11/936",2022-10-08,2022-10-24,2022-10-29,2022-11-01,"(This article belongs to the Section Plant Diversity)
",24,"Yes"
"107","/1424-2818/14/11/937",2022-08-16,2022-09-25,2022-10-07,2022-11-01,"(This article belongs to the Special Issue Conservation of Bison Populations – Achievements and Problems)
",77,"Yes"
"108","/1424-2818/14/11/938",2022-09-30,2022-10-24,2022-10-28,2022-11-02,"(This article belongs to the Special Issue State-of-the-Art Mycorrhizal Fungi in South America)
",33,"Yes"
"109","/1424-2818/14/11/939",2022-08-30,2022-10-30,2022-10-31,2022-11-02,"(This article belongs to the Special Issue Ecology, Diversity, Conservation and Management of Ungulates)
",64,"Yes"
"110","/1424-2818/14/11/940",2022-09-26,2022-10-27,2022-10-31,2022-11-02,"(This article belongs to the Special Issue Diversity, Distribution and Phylogeny of Vector Insects)
",37,"Yes"
"111","/1424-2818/14/11/921",2022-09-08,2022-10-24,2022-10-26,2022-10-28,"(This article belongs to the Special Issue Diversity, Biogeography and Community Ecology of Ants II)
",50,"Yes"
"112","/1424-2818/14/11/922",2022-09-12,2022-10-17,2022-10-21,2022-10-28,"(This article belongs to the Special Issue Interactions between Oaks and Insects)
",46,"Yes"
"113","/1424-2818/14/11/923",2022-09-15,2022-10-22,2022-10-24,2022-10-28,"(This article belongs to the Special Issue Marine Biodiversity and Ecosystems Management)
",43,"Yes"
"114","/1424-2818/14/11/924",2022-09-24,2022-10-10,2022-10-23,2022-10-29,"(This article belongs to the Special Issue Diversity, Taxonomy and Phylogeny of Dematiaceous Fungi)
",35,"Yes"
"115","/1424-2818/14/11/925",2022-09-20,2022-10-24,2022-10-25,2022-10-29,"(This article belongs to the Special Issue Ancient and Modern DNA for Diversity and Evolution of Animal and Plant Species)
",39,"Yes"
"116","/1424-2818/14/11/927",2022-09-12,2022-10-24,2022-10-27,2022-10-29,"(This article belongs to the Special Issue Diversity and Ecology of Algae in China)
",47,"Yes"
"117","/1424-2818/14/11/926",2022-09-28,2022-10-24,2022-10-25,2022-10-29,"",31,"No"
"118","/1424-2818/14/11/928",2022-10-17,2022-10-27,2022-10-27,2022-10-29,"(This article belongs to the Special Issue Diversity and Ecology of Marine Benthic Communities)
",12,"Yes"
"119","/1424-2818/14/11/929",2022-10-10,2022-10-21,2022-10-28,2022-10-29,"(This article belongs to the Special Issue Diversity in 2022)
",19,"Yes"
"120","/1424-2818/14/11/930",2022-09-23,2022-10-12,2022-10-26,2022-10-29,"(This article belongs to the Special Issue Aquatic Biodiversity: Evolution, Taxonomy and Conservation)
",36,"Yes"
"121","/1424-2818/14/11/911",2022-07-15,2022-10-03,2022-10-11,2022-10-27,"(This article belongs to the Special Issue Diversity of Inland Wetlands: Important Roles in Mitigation of Human Impacts)
",104,"Yes"
"122","/1424-2818/14/11/912",2022-09-18,2022-10-10,2022-10-14,2022-10-27,"(This article belongs to the Special Issue Aquatic Organisms Research with DNA Barcodes)
",39,"Yes"
"123","/1424-2818/14/11/913",2022-09-17,2022-10-25,2022-10-25,2022-10-27,"(This article belongs to the Special Issue Taxonomy, Genomics and Genetic Diversity of Ornamental Plants)
",40,"Yes"
"124","/1424-2818/14/11/914",2022-09-07,2022-10-22,2022-10-23,2022-10-27,"(This article belongs to the Special Issue Ecology, Conservation and Restoration of Plant Species)
",50,"Yes"
"125","/1424-2818/14/11/915",2022-08-11,2022-10-20,2022-10-22,2022-10-27,"(This article belongs to the Collection Feature Papers in Biogeography and Macroecology)
",77,"Yes"
"126","/1424-2818/14/11/916",2022-10-05,2022-10-20,2022-10-21,2022-10-27,"(This article belongs to the Special Issue Genetic Diversity in Ungulate Populations)
",22,"Yes"
"127","/1424-2818/14/11/917",2022-08-24,2022-10-11,2022-10-21,2022-10-27,"(This article belongs to the Section Biodiversity Conservation)
",64,"Yes"
"128","/1424-2818/14/11/918",2022-09-23,2022-10-22,2022-10-24,2022-10-27,"(This article belongs to the Special Issue The Hidden Fungal Diversity in Asia 2.0)
",34,"Yes"
"129","/1424-2818/14/11/919",2022-09-07,2022-10-13,2022-10-18,2022-10-28,"(This article belongs to the Special Issue Diversity, Ecology and Evolution of Odonata)
",51,"Yes"
"130","/1424-2818/14/11/920",2022-09-21,2022-10-24,2022-10-26,2022-10-28,"(This article belongs to the Special Issue Diversity, Systematics and Evolution of Hymenoptera)
",37,"Yes"
"131","/1424-2818/14/11/901",2022-10-04,2022-10-17,2022-10-18,2022-10-25,"(This article belongs to the Special Issue Evolution and Diversity of Fishes in Deep Time)
",21,"Yes"
"132","/1424-2818/14/11/902",2022-10-14,2022-10-21,2022-10-22,2022-10-26,"(This article belongs to the Collection Interesting Images from the Sea)
",12,"Yes"
"133","/1424-2818/14/11/903",2022-09-28,2022-10-22,2022-10-23,2022-10-26,"(This article belongs to the Special Issue Aquatic Biodiversity: Evolution, Taxonomy and Conservation)
",28,"Yes"
"134","/1424-2818/14/11/905",2022-09-28,2022-10-20,2022-10-21,2022-10-26,"(This article belongs to the Special Issue Diversity in 2022)
",28,"Yes"
"135","/1424-2818/14/11/904",2022-09-20,2022-10-20,2022-10-20,2022-10-26,"(This article belongs to the Special Issue Biodiversity in Mediterranean Sea Ecosystems)
",36,"Yes"
"136","/1424-2818/14/11/906",2022-09-26,2022-10-18,2022-10-22,2022-10-26,"(This article belongs to the Section Plant Diversity)
",30,"Yes"
"137","/1424-2818/14/11/907",2022-09-29,2022-10-17,2022-10-21,2022-10-26,"(This article belongs to the Special Issue Diversity in 2022)
",27,"Yes"
"138","/1424-2818/14/11/910",2022-09-12,2022-10-24,2022-10-24,2022-10-26,"",44,"No"
"139","/1424-2818/14/11/909",2022-08-17,2022-10-15,2022-10-19,2022-10-26,"(This article belongs to the Special Issue Diversity, Phylogeny and Evolutionary History of Cnidaria)
",70,"Yes"
"140","/1424-2818/14/11/908",2022-09-26,2022-10-15,2022-10-24,2022-10-27,"",31,"No"
"141","/1424-2818/14/10/891",2022-09-06,2022-10-04,2022-10-05,2022-10-21,"(This article belongs to the Special Issue Assessments, Planning and Action for Conservation of Species and Ecosystems at Multiple Spatial Scales)
",45,"Yes"
"142","/1424-2818/14/10/892",2022-09-23,2022-10-17,2022-10-19,2022-10-21,"(This article belongs to the Special Issue Structure and Ecosystem Services of Forests)
",28,"Yes"
"143","/1424-2818/14/10/894",2022-09-30,2022-10-17,2022-10-18,2022-10-21,"",21,"No"
"144","/1424-2818/14/10/893",2022-09-08,2022-10-13,2022-10-19,2022-10-21,"(This article belongs to the Special Issue Conservation Genetics of Sturgeons)
",43,"Yes"
"145","/1424-2818/14/11/895",2022-09-07,2022-09-30,2022-10-05,2022-10-22,"(This article belongs to the Section Animal Diversity)
",45,"Yes"
"146","/1424-2818/14/11/896",2022-09-20,2022-10-19,2022-10-19,2022-10-22,"(This article belongs to the Special Issue Changes and Evolution of Flora and Vegetation under Human Impacts)
",32,"Yes"
"147","/1424-2818/14/11/897",2022-10-04,2022-10-19,2022-10-21,2022-10-23,"(This article belongs to the Special Issue Diversity in 2022)
",19,"Yes"
"148","/1424-2818/14/11/899",2022-07-25,2022-10-13,2022-10-20,2022-10-24,"(This article belongs to the Special Issue Aquatic Organisms Research with DNA Barcodes)
",91,"Yes"
"149","/1424-2818/14/11/898",2022-08-31,2022-10-07,2022-10-22,2022-10-24,"(This article belongs to the Special Issue Taxonomy, Biodiversity, Ecology and Biology of the Phylum Nematoda)
",54,"Yes"
"150","/1424-2818/14/11/900",2022-08-31,2022-09-29,2022-10-20,2022-10-25,"(This article belongs to the Special Issue Selected Papers from the 2nd International Electronic Conference on Diversity",55,"Yes"
"151","/1424-2818/14/10/881",2022-09-25,2022-10-15,2022-10-16,2022-10-18,"",23,"No"
"152","/1424-2818/14/10/882",2022-09-07,2022-10-07,2022-10-15,2022-10-18,"(This article belongs to the Special Issue Diversity and Conservation of Scrublands Flora and Vegetation)
",41,"Yes"
"153","/1424-2818/14/10/883",2022-09-01,2022-10-09,2022-10-16,2022-10-19,"(This article belongs to the Special Issue Conservation of Bison Populations – Achievements and Problems)
",48,"Yes"
"154","/1424-2818/14/10/885",2022-09-26,2022-10-17,2022-10-17,2022-10-20,"(This article belongs to the Special Issue Spatiotemporal Bird Distribution and Conservation)
",24,"Yes"
"155","/1424-2818/14/10/884",2022-09-15,2022-10-12,2022-10-17,2022-10-20,"(This article belongs to the Section Freshwater Biodiversity)
",35,"Yes"
"156","/1424-2818/14/10/886",2022-09-16,2022-09-27,2022-10-18,2022-10-20,"(This article belongs to the Special Issue Wildlife Population Ecology and Spatial Ecology under Global Change)
",34,"Yes"
"157","/1424-2818/14/10/887",2022-08-29,2022-10-06,2022-10-19,2022-10-20,"(This article belongs to the Special Issue Human Wildlife Conflict across Landscapes)
",52,"Yes"
"158","/1424-2818/14/10/888",2022-08-06,2022-10-07,2022-10-18,2022-10-20,"(This article belongs to the Special Issue Bird Parasites II)
",75,"Yes"
"159","/1424-2818/14/10/889",2022-08-17,2022-09-29,2022-10-18,2022-10-21,"(This article belongs to the Topic Fungal Diversity)
",65,"Yes"
"160","/1424-2818/14/10/890",2022-09-11,2022-09-28,2022-10-18,2022-10-21,"",40,"No"
"161","/1424-2818/14/10/871",2022-09-12,2022-10-13,2022-10-14,2022-10-15,"(This article belongs to the Special Issue Arthropods Associated with Forest Soil and Wood)
",33,"Yes"
"162","/1424-2818/14/10/872",2022-09-29,2022-10-12,2022-10-13,2022-10-15,"(This article belongs to the Collection Interesting Images from the Sea)
",16,"Yes"
"163","/1424-2818/14/10/873",2022-09-24,2022-10-10,2022-10-13,2022-10-16,"(This article belongs to the Special Issue Global Diversity of Lepidopteras)
",22,"Yes"
